H_mean,H_std,H_skew,S_mean,S_std,S_skew,V_mean,V_std,V_skew,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Label
-0.1785388527344912,-0.39763511962503584,-0.4847929620807873,-0.10117258061958172,0.12655823969579452,-0.44772235129407256,-0.16765242691346174,-0.05079117947735997,-0.1655634821695859,0.9365297852498841,0.5240473677056188,-0.5676313025790332,-0.5083710882505191,1.0777143035273822,1.5463306241918766,-0.4626454198025102,Rojolele
-0.33448171774441726,-0.9333380012757527,-0.13223405887005155,-0.11291535000026033,0.06630101009776283,-0.5070956172827691,0.10405902572099737,0.7348852571307359,-0.28149597769550694,0.9738848338183403,0.5499721563486383,-0.2884762184892037,-0.25751824770378773,1.1025526248693276,1.5431891739238162,-1.622551766751988,Rojolele
-0.2289868562646729,-0.4465279279714385,-0.28863257044095275,-0.19025515696828793,-0.040390744074264434,-0.4585915452215275,-0.31916701174745293,-0.2804916357599687,0.09765275425199975,0.788864631391556,0.3812462066638746,1.7985911242607335,1.8223578546636747,0.06712882180637333,-0.5912896849039748,0.7288494720543037,Rojolele
-0.3425082357223355,0.03856564184323132,1.5339362142944826,-0.6033540738029762,-0.9712504439793026,1.32898537362207,-0.9237408445248063,-1.6494165746432545,1.6969602400010415,0.8346508969903763,0.42384969177281073,-0.1701505897509235,-0.2635150436899029,1.0958447330991195,0.25429204710948566,0.6139520548790954,Rojolele
-0.041907827490677056,-0.05034996779656528,-0.34710059969765444,-0.2567138747511919,-0.30959745736004834,-0.5581628740640441,0.21055141737981994,0.8470022382229475,-0.43857401657421075,0.32055352815762267,-0.0014918554184937243,0.6240943646957664,0.2416914501199436,1.158841913478909,1.5973407453892665,-0.49433677076737786,Ketan Putih
0.061437947571364865,0.17095017952760608,0.0847545624611939,-0.05039186807814376,-0.036198476329017834,-0.820385449971518,0.36774562026648727,0.44010066792435726,-0.9402854933363323,-1.8341673098095215,-1.2076839002033877,-0.2848125029617621,-0.12967259722977129,-0.8915074481266493,-1.3836366794082693,0.5537800822882795,Basmati
0.5316985016384813,2.1048578689943,-0.33776242422207386,-0.47846610194173966,-0.7670179265220445,-0.1409636815901003,0.09728246634774793,0.42430507404225787,-0.46935410790460763,0.5084608744405231,0.13558751660652826,0.8936726732745918,0.8328393546431788,0.0049028730494482,0.4398039688344689,1.7430463399298244,Pandan Wangi
-0.318809917874049,0.10341459181857596,2.1532304750927618,-0.5578474668268806,-0.8435506606950088,1.1722524420044491,-0.6441793144354253,-0.7514443273962407,0.9938577833395257,0.11230846873162084,-0.13621498560829268,-0.10976306592958004,-0.07618038227615583,-1.101212209837641,-0.5865051767097853,0.5965256077692673,Ketan Putih
-0.04461277842657218,-0.11120884111293669,-0.6657629632633524,0.07192191342274684,0.3248293428925556,-0.8597446796518073,0.05744828541603525,0.3653837866333941,-0.425176662775335,0.126331052533813,-0.12158529334935103,-0.1654008117877406,-0.07612861279616649,-1.0692556836431497,-0.5260078519491376,1.6789749520112185,Pandan Wangi
0.029292293609380824,-0.09841914601842518,-0.8562842582398447,0.29051190932064624,0.5959831024983414,-1.0580993291138594,0.2192261057271307,0.3861984620545897,-0.7215356913956892,-0.28276027448788243,-0.39541363100696686,0.11384121306535726,0.6332897280752914,-2.0430462643457132,-1.4568310619709541,-0.5335230951439842,IR64
