H_mean,H_std,H_skew,S_mean,S_std,S_skew,V_mean,V_std,V_skew,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Label
-0.0724339802185796,-0.20469000024621428,-0.6792601774535934,-0.006637362576435457,0.22787921458605023,-0.6571844194182361,0.16675207769246117,0.6443288117052892,-0.48301652042385534,0.921796598386,0.5125997937523613,-0.5366967704041935,-0.41087571594805977,1.0826044552220442,1.586939412678302,-0.5136762392334875,Rojolele
-0.37654255711553675,-0.9827688359866247,0.13865598372621013,-0.20423272596550016,-0.009527068475751074,-0.24117486026886742,-0.36610903990881344,-0.38707133215182815,0.1736050047906397,0.96204384645155,0.5449845885365786,-0.3353972302557348,-0.37936720137283003,1.0756263154915928,1.5027429594521047,-1.661827341211003,Rojolele
-0.23740718790920093,-0.44195651974817535,-0.18897106225347537,-0.21672033459393825,-0.06704693654330318,-0.3880756757922685,-0.3130696087791888,-0.13425554298850068,0.21170685112768434,0.8178815004753962,0.41409825179000603,1.5222765636430138,1.4636387895975211,1.21791627923808,-0.7015779935728623,0.519948587855099,Rojolele
-0.27248397162556365,0.1736044725927731,1.2907701625165124,-0.5939442573436429,-0.9701897144701334,1.1610954176627934,-0.7450724088959688,-1.0378641021029544,1.3488170027075437,0.7910418696192435,0.38750071961661864,-0.09665340927835198,-0.18635359906808766,1.0985145234363753,0.28660720552474606,-0.5825006243684199,Rojolele
-0.048403103623365876,-0.05305149799387854,-0.353338751454476,-0.25609815480758297,-0.3076631719635092,-0.5732774835236443,0.2007489186133426,0.8388868246216531,-0.44568806653856247,0.3196315075402885,-0.0023830976385945096,0.6177119672363968,0.23408846873948555,1.1476969223831288,1.588938240058943,-0.5411296447175843,Ketan Putih
-0.07207637438152897,-0.007724330872893977,0.36254495276253146,-0.1516646424719956,-0.116141680432213,-0.6331240353500883,0.2551998393032706,0.6555090949302266,-0.6469609671194473,-1.8341955407360127,-1.217202317396777,-0.3006966166626959,-0.17129718888089218,-0.8983048470687454,-1.411849912203027,-0.5257044830738028,Basmati
0.4708331272314706,1.9700489108348778,-0.34389642716979907,-0.4743836379433442,-0.7630377343070152,-0.14627258232248805,0.09111998211456872,0.42251969247887033,-0.4764231705116869,0.5070971856221685,0.13549441036189225,0.884433989424582,0.8108938044334864,0.004614990632290212,0.42531315652089996,1.6970802866916663,Pandan Wangi
-0.36860833493219247,-0.13226525290868804,2.680245576179767,-0.570640130193281,-0.8715365196917648,1.5449181319773302,-0.7583143078113318,-1.012297778267414,1.4729355875731795,0.07780927287231819,-0.16099360435785737,-0.5443672959547373,-0.6084455983545145,0.06724911440972553,-0.6025500930557827,-0.5999743512803025,Ketan Putih
-0.05085166190676863,-0.11017991474580595,-0.6755551610708178,0.06739993450634342,0.3239260243689039,-0.8819475658779191,0.052565913660214535,0.3644807711434477,-0.43231029395325055,0.12586554355960178,-0.12317577201775103,-0.1634182026560607,-0.07602056941817217,-1.059437090952452,-0.5455785537073243,1.6329852213124023,Pandan Wangi
-0.20266559606511333,-0.4214796343004848,-0.41107550677170845,-0.0299123638994361,0.2795230998743516,-0.6457343769845482,-0.27248612006429385,-0.22816298277590152,-0.0024608024008765253,-0.30909399847617025,-0.4159239183269741,0.15235511014594155,0.5915582199075812,-2.0365864546837043,-1.489632916530296,-0.7103807621310028,IR64
-0.035769500495560096,-0.05455419318367889,-0.6457910828868297,-0.226022316874414,-0.24076151266817125,-0.5627478380352107,0.13843597466912042,0.6357918020537339,-0.4338084609182803,0.12833591092848573,-0.1396680654325964,1.2407053192195843,0.9620228148572368,0.029609877455079616,0.45265365949332803,0.64307756798725,Ketan Putih
-0.25201046170741137,0.3417147582960998,1.2958824057288443,-0.6005666906322238,-0.9889903559186767,1.3772001477419915,-0.7192675427333833,-0.9146761437693655,1.3286411543250887,0.19751978524857708,-0.09368864573846217,1.362988428391709,1.0078906906649365,0.10516605035178443,0.5785329840123542,-0.6436806082421216,Ketan Putih
-0.026687801143006666,-0.0461889879590221,-0.6885903161382717,-0.11787168439685722,-0.07632243143229527,-0.899688356674742,0.18708033158442983,0.7624343985108076,-0.46360589223085275,0.24414244728706883,-0.0548682374304048,1.5136510540379724,0.09365243096939627,1.1174704335167231,1.4379699330907436,-1.768080589521973,Ketan Putih
-0.3309823844907766,-0.12965787051743566,1.429899405767252,-0.5788244266497717,-0.9019487890498953,1.3069903820799762,-0.9076043437625718,-1.6324285080432503,1.7661228905281665,-0.6586142619658523,-0.6121589622085627,-0.7535696239915103,-0.5121880810540549,-1.0090725024608183,-0.4255998865921392,0.41820356282515403,IR64
0.11766991474028742,1.1245368483730935,0.0987317485228682,-0.5154070572308955,-0.7696406091411804,2.283221675670831,-0.2195391008487316,-0.044339869994677546,-0.016536615947604902,0.7771292916789163,0.36715110667177464,-0.26427131204457216,-0.03530181251760303,0.03526741734357981,-0.577878165326128,-0.589855692965263,Pandan Wangi
-0.052573279344538905,-0.11735676507794338,-0.6764388903617123,0.01842888730127814,0.22717529387202226,-0.8612446162305398,0.08823454528652663,0.48192412166937976,-0.4304073082116889,0.16881010200569144,-0.11390102217645648,-0.2257289682373316,-0.39576209821645664,-0.0246589996229686,0.4599145833533028,1.604292459297747,IR64
-0.10150304478613892,-0.28323930076397275,-0.6797469679723346,0.02225887595793891,0.23149870961709584,-0.8639803507122296,0.04608360483518168,0.3319087547965544,-0.43372036208443576,-0.07739453576700167,-0.2705008342229041,-0.34067968496084367,-0.3681790136517458,0.00484998641121091,0.5150280256231893,1.6019911551625177,IR64
-0.3223518030003585,0.13951966274581198,1.6702065536807538,-0.6082995367646162,-0.9923021550733039,2.1672283477119,-0.8815489639235898,-1.5194840271547103,1.7051098090247525,0.0418892826583533,-0.19765304812585358,1.5812888626545107,0.5563891078735975,1.1745877196730659,1.5575496654409655,-0.7093966966913083,Ketan Putih
-0.3354787275846677,-0.6164887894540683,0.1736547477526832,-0.42845621596285527,-0.5007860677228778,0.3592756089165959,-0.6837588337938204,-1.0987688217465117,0.8657270373702521,0.03753445522128269,-0.18194687425825323,-0.5189817384298004,-0.6345421649544862,0.031280496938481894,0.4840860595291059,-0.6443396856196569,Ketan Putih
-0.3574851705967338,-0.10452335327682415,1.8042630646662385,-0.6037195360140711,-0.9825044624840125,1.7449077993404922,-0.9301815758764224,-1.616098461991262,2.0312696178866663,0.8691953392994686,0.4775772403263534,-0.7047448085427018,-0.6626805989858404,1.0589874917983402,0.32904029344499597,0.499596662989021,Rojolele
0.01805288265253206,-0.035751443498372906,-0.819330889900155,0.22982252833136765,0.5454211127083723,-1.0211323021969643,0.035508313156285644,-0.01771963965676264,-0.6443773039047196,-0.2830447932866078,-0.397277599318128,0.13170096938654371,0.5840260692110812,-2.0275907560267608,-1.490426802823817,0.5291311413259017,IR64
-0.4434661570747189,-1.1165154521203091,0.31601746770003636,-0.39436902939003426,-0.4387218772084833,-0.011205793696677869,-0.5423847204595592,-0.518193448269359,0.7567944821936218,0.2755440961601231,-0.03568639446724374,1.2535381282412168,0.5916625158420187,1.1799547155636112,1.5598256193479019,-1.776949259643121,Ketan Putih
-0.4309193176815278,-0.9617438098712874,0.44747634183245943,-0.30266272375793163,-0.08967093597508903,0.11527221118313202,-0.8107328492385446,-1.442137832281642,1.2403816664358265,-0.23382195080912535,-0.3552980133257544,0.12390421086328325,0.03294089907434637,0.05891485486937104,-0.6046570036485369,1.6456253266739032,IR64
-0.35315504432406286,-0.30745836053433123,1.3185763894833027,-0.5830804051139238,-0.9275713182844202,1.2639754226905666,-0.8451020236791874,-1.3400003135113103,1.6769223078292128,0.8990912157319831,0.47663392503971397,0.006164222104834636,0.14851616882553734,1.1594867084735607,0.47497843212176855,0.547042512238411,Rojolele
